ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Ancilary Feature To Date,Ancillary Feature Cultural Period,Ancillary Feature From Date,Ancillary Feature Type,Ancillary Feature Use Type,Cadastral Reference,Component Type,Condition Description,Condition Image,Condition Type,Construction Technique,Date Condition Assessed,Date Evaluated,Description,Description Type,Designation or Protection From Date,Designation or Protection To Date,Disturbance Type,End Date of Existence,End Date Type,External Identifier Type,External Source,External XRef,Geometry Qualifier,Heritage Resource Type,Heritage Resource Type Cultural Period,Heritage Resource Type From Date,Heritage Resource Type To Date,Heritage Resource Use Type,Integrity Type,Keyword,Management Recommendation,Material,Measurement Type,Measurement Unit,Measurement Value,Modification Date,Modification Description,Modification Type,Name,Name Type,Period of Significance From Date,Period of Significance To Date,Place Address,Place Description,Reasons,Recommendation Type,Reference Image,Resource Type Classification,Setting Type,Spatial Coordinates Geometry,Start Date of Existence,Start Date Type,Status,Style,Style Cultural Period,Style From Date,Style To Date,Style Use Type,Threat Type,Type of Designation or Protection
46b3ddea-c01e-4efb-8f8a-6d8ae679f4a3,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,135B141   313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46b3ddea-c01e-4efb-8f8a-6d8ae679f4a3,,,,,,,,,,,,,,,,,,,,,,,,House ID,,950846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46b3ddea-c01e-4efb-8f8a-6d8ae679f4a3,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46b3ddea-c01e-4efb-8f8a-6d8ae679f4a3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA Historic-Cultural Monument No. 577,Los Angeles Historic Cultural Monument,,,,,,,,,,,,,,,,,,,,
46cd1419-0a66-40bf-9ec0-44b3a04f9239,Primary,South Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,,,,,,SurveyLA ID,,46cd1419-0a66-40bf-9ec0-44b3a04f9239,,"""Residential-Single Family, House""",,,,Historic,,,,,,,,,,No major alterations,THOMAS W. PHILLIPS RESIDENCE,Primary,,,2211 S HARVARD BLVD,,,,/files/uploadedfiles/67d019a6-ec76-462c-bcdf-4cf1fcd139a7.JPG,,,GEOMETRYCOLLECTION (POINT (-118.30695 34.03581)),2005-01-01,Built Date,3D,Shingle,,,,,,
46cd1419-0a66-40bf-9ec0-44b3a04f9239,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46cd1419-0a66-40bf-9ec0-44b3a04f9239,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,123B193   209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46cd1419-0a66-40bf-9ec0-44b3a04f9239,,,,,,,,,,,,,,,,,,,,,,,,House ID,,571711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46cd1419-0a66-40bf-9ec0-44b3a04f9239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THOMAS W. PHILLIPS RESIDENCE,Historic,,,,,,,,,,,,,,,,,,,,
46cd1419-0a66-40bf-9ec0-44b3a04f9239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211 S HARVARD BLVD,Alternative,,,,,,,,,,,,,,,,,,,,
46cd1419-0a66-40bf-9ec0-44b3a04f9239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,Primary,Brentwood - Pacific Palisades Community Plan Area,Community Plan Area,,,,Mature vegetation,,,Chimney,,,,Interior,,2013-07-12,"Research indicates that the property contains an excellent example of residential architecture designed by noted architect Eric Lloyd Wright; the project is a 1973 remodel of a 1949 house. However, the property is not fully visible from the public right-of-way; therefore, the evaluation could not be completed.",Primary,,,,,,SurveyLA ID,,4987d96f-2314-4e00-9039-19451591d13b,,"""Residential-Single Family, House""",,,,Historic,No Integrity Aspects checked,,,,,,,,Remodeled in 1973 by Eric Lloyd Wright.,,Soffer House,Primary,1973-01-01,,665 N BIENVENEDA AVE,,"Research indicates that the property contains an excellent example of residential architecture designed by noted architect Eric Lloyd Wright; the project is a 1973 remodel of a 1949 house. However, the property is not fully visible from the public right-of-way; therefore, the evaluation could not be completed.",,/files/uploadedfiles/ee1ab2b8-e706-4722-af81-8ad277bc680b.JPG,,,GEOMETRYCOLLECTION (POINT (-118.54036 34.04782)),1949-01-01,Built Date,QQQ,"""Modern, Late""",,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,Construction,,,,Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,Door,,,,Paneled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,Facade,,,,Asymmetrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,Plan,,,,Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,Porch,,,,Entrance porch/stoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,Roof,,,,Flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,129B121   669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,,,,,,,,,,,,,,,House ID,,921485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soffer House,Historic,,,,,,,,,,,,,,,,,,,,
4987d96f-2314-4e00-9039-19451591d13b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665 N BIENVENEDA AVE,Alternative,,,,,,,,,,,,,,,,,,,,
4a528d72-ec0e-48b7-be65-027c475d689f,,Bel Air - Beverly Crest Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,1990-04-06,,,,,Processing ID,,HCM-485,,,,,,,,,,,,,,,,,Nicolosi Estate,Primary,,,,,,,,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.436880583148 34.08561420517071, -118.4368800873199 34.08562044467574, -118.4368797234511 34.08562665622466, -118.4368794918288 34.08563289477426, -118.4368793923094 34.08563913284613, -118.4368794248929 34.08564537044033, -118.4368795565537 34.0856516076762, -118.4368798531998 34.08565781683654, -118.4368802820925 34.08566405299755, -118.4368808429447 34.08567026120252, -118.4368815028742 34.08567646904906, -118.4368823279327 34.08568267629854, -118.436883251925 34.08568885571133, -118.4368843410463 34.08569503452694, -118.4368855291015 34.08570118550588, -118.4368868492599 34.08570733600708, -118.4368883012345 34.08571343107374, -118.4368898853126 34.08571952566266, -118.4368916013503 34.08572559229542, -118.4368934494914 34.08573165845051, -118.4368953964231 34.08573766929039, -118.4368975083403 34.08574365205472, -118.4368997191917 34.08574960698236, -118.4369020620031 34.08575553395377, -118.4369045366308 34.08576140549065, -118.4369071103363 34.08576727666915, -118.4369098157146 34.08577306493471, -118.4369126531966 34.08577885272242, -118.4369155894692 34.08578458519501, -118.4369186905841 34.08579026211356, -118.4369218576075 34.0857959113147, -118.4369251894732 34.08580150496182, -118.4369286201297 34.08580704329372, -118.4369321497206 34.08581255378884, -118.4369358109845 34.08581798137086, -118.4369395711827 34.08582338111606, -118.436943463054 34.0858286979482, -118.4369474538598 34.08583398694346, -118.4369515433127 34.08583919314511, -118.4369557645824 34.08584434391202, -118.4369600846429 34.08584943936365, -118.4369645034943 34.08585447950002, -118.4369690540189 34.08585943672323, -118.4369736703084 34.0858643387506, -118.4369784184148 34.08586918534316, -118.436983231999 34.0858739217831, -118.4369881443742 34.08587860290767, -118.437022826238 34.08591098500145, -118.4370262447005 34.08591418766757, -118.4370404179613 34.0859277659339, -118.4370542949991 34.08594153762262, -118.4370678759575 34.08595553021213, -118.4370811606928 34.08596971622431, -118.4370941820873 34.08598406806118, -118.4371068743763 34.08599864091872, -118.4371192372726 34.0860133798402, -118.4371313368277 34.08602828458675, -118.4372040775577 34.08611985587699, -118.4372054741276 34.08612166443084, -118.4372068378153 34.08612350058262, -118.4372081686207 34.0861253643323, -118.4372094664003 34.08612722820144, -118.4372107312977 34.08612911966848, -118.4372119301433 34.0861310113746, -118.4372130962502 34.08613295815694, -118.4372142291876 34.08613487758043, -118.4372153293865 34.08613685208019, -118.4372163965594 34.08613882669948, -118.4372173976806 34.0861408015578, -118.4372183659194 34.08614280401404, -118.4372193012761 34.08614483406815, -118.4372201705809 34.08614686436133, -118.4372210068598 34.08614889477402, -118.4372218102564 34.0861509527846, -118.4372225806272 34.08615301091469, -118.4372232850898 34.08615509676221, -118.4372239565264 34.08615718272927, -118.4372245619112 34.08615926893541, -118.4372251344136 34.08616138273941, -118.4372256738902 34.08616349666289, -118.4372261803409 34.08616561070602, -118.4372266207397 34.08616772498812, -118.4372270282562 34.08616986686809, -118.4372273697208 34.08617200898719, -118.4372276781595 34.08617415122576, -118.4372279535723 34.08617629358386, -118.4372281629331 34.08617843618097, -118.4372283392681 34.0861805788977, -118.4372284827206 34.08618274921231, -118.4372285599777 34.08618489228756, -118.4372286043524 34.08618706296068, -118.4372286157012 34.08618923375343, -118.4372285608545 34.08619137730676, -118.4372284731254 34.08619354845802, -118.4372283192007 34.08619569236996, -118.4372281322501 34.0861978364014, -118.4372279122734 34.0861999805524, -118.4372276262449 34.08620212494242, -118.4372273071904 34.08620426945202, -118.4372269551098 34.08620641408107, -118.4372265369773 34.08620855894921, -118.4372260856752 34.08621067645845, -118.4372255683212 34.08621279420674, -118.437225050967 34.08621491195506, -118.4372244674173 34.08621700246399, -118.4372238178156 34.08621909321204, -118.4372231351879 34.08622118407958, -118.4372224193906 34.08622324758824, -118.4372216705672 34.0862253112164, -118.4372208556919 34.08622737508364, -118.4372200076468 34.08622941159196, -118.4372191264321 34.08623142074146, -118.4372181793091 34.08623345760835, -118.4372171988727 34.08623543963799, -118.4372161854103 34.08623742178711, -118.4372151389219 34.08623940405577, -118.4372140262378 34.08624135908511, -118.4372128803841 34.08624328675556, -118.4372117015042 34.08624521454546, -118.4372104894547 34.08624711497656, -118.4372092443792 34.08624901552712, -118.4372079329644 34.08625086135994, -118.4372065885235 34.08625270731222, -118.4372052110566 34.08625455338407, -118.4372038002762 34.08625634461864, -118.4372023564699 34.0862581359727, -118.4372008464679 34.08625990008736, -118.4371993364658 34.086261664202, -118.4371977601244 34.08626337359889, -118.437196150757 34.08626508311531, -118.4371945080762 34.08626673779442, -118.4371928653953 34.08626839247353, -118.4371911565187 34.08627001991319, -118.4371894144725 34.08627161999405, -118.4371876392565 34.08627319271596, -118.4371858310145 34.08627476555732, -118.4371839894591 34.08627628356146, -118.437182114734 34.08627777420665, -118.4371802398653 34.08627923737341, -118.4371782988008 34.08628067330081, -118.4371763247103 34.0862821093477, -118.4371743503324 34.08628349043776, -118.4371723427848 34.0862848441689, -118.4371702690415 34.08628617066064, -118.4371681951545 34.08628746967395, -118.4371661209802 34.08628871373047, -118.4371639807538 34.08628995802593, -118.4371618403838 34.08629117484303, -118.4371596336744 34.08629233694228, -118.4371574598473 34.08629347144359, -118.4371552198245 34.08629457870545, -118.437152979658 34.08629565848895, -118.4371507063218 34.08629671091351, -118.4371483996724 34.08629770850074, -118.4371460928792 34.08629867860952, -118.4371437529163 34.0862996213594, -118.4371414128098 34.08630053663082, -118.4371390395336 34.08630142454328, -118.43713666597 34.08630225749901, -118.4371342592368 34.0863030630957, -118.437131819334 34.08630384133354, -118.4371293791438 34.08630456461452, -118.43712693881 34.08630526041704, -118.4371244653065 34.08630592886062, -118.4371219916593 34.08630656982577, -118.4371194846989 34.08630715595357, -118.4371169775948 34.08630771460297, -118.4371144702034 34.08630821829553, -118.4371119296424 34.0863086946291, -118.4371093889377 34.08630914348427, -118.4371068480894 34.08630956486098, -118.4371043069538 34.08630993128089, -118.4371017326486 34.08631027034181, -118.4370991580562 34.08631055444594, -118.4370965833201 34.08631081107154, -118.4370940084403 34.08631104021879, -118.4370914332734 34.08631121440911, -118.4370888249369 34.08631136124058, -118.4370862494827 34.08631148047408, -118.4370836407152 34.0863115448702, -118.4370810648302 34.08631158166842, -118.4370784557756 34.08631159110766, -118.4370758794597 34.08631154547064, -118.4370732699742 34.0863114724746, -118.4370706932276 34.08631134440228, -118.4370681163374 34.08631118885152, -118.4370655062775 34.08631100594174, -118.4370629289565 34.08631076795571, -118.4370603514919 34.08631050249117, -118.4370578069097 34.08631020942876, -118.4370552290143 34.086309861529, -118.4370526840014 34.08630948603128, -118.4370501388448 34.08630908305512, -118.4370475934011 34.08630862512213, -118.4370450808399 34.08630813959126, -118.4370425679915 34.08630759910353, -118.4370400549995 34.0863070311374, -118.43703757489 34.08630643557331, -118.4370350946369 34.08630581253079, -118.4370326140966 34.08630513453145, -118.4370301664389 34.08630442893419, -118.4370277186376 34.0863036958585, -118.4370253035751 34.08630290770648, -118.4370228883691 34.08630209207607, -118.4370205060456 34.08630124884772, -118.4370181566045 34.08630037802151, -118.4365392434347 34.08611802827787, -118.4365328563779 34.08611555077619, -118.4365224642916 34.08611138405328, -118.4365121705671 34.08610707957956, -118.4365019752042 34.08610263735502, -118.4364918780598 34.08609802990136, -118.4364818462513 34.08609328481619, -118.4364719456871 34.08608837438263, -118.4364621436283 34.08608335367676, -118.436452439788 34.08607816774182, -118.4364428673355 34.0860728439369, -118.4364333932451 34.08606738238135, -118.4364240506859 34.08606181043427, -118.4364148063454 34.08605607325826, -118.4364056933929 34.08605019821236, -118.4363967119717 34.08604421277506, -118.4363878289126 34.08603808958725, -118.4363791102675 34.08603182841037, -118.4363704901278 34.08602545696142, -118.4363620344021 34.08601894752352, -118.4363537102078 34.08601232769426, -118.4363455175449 34.08600559747382, -118.43633745627 34.08599872938369, -118.4363295595524 34.0859917507831, -118.4363217943663 34.08598466179131, -118.4363141937374 34.08597746228909, -118.4363067576658 34.0859701522765, -118.4362994531255 34.08596273187278, -118.4362923131426 34.08595520095868, -118.4362853378602 34.08594758701274, -118.4362784941091 34.08593986267576, -118.4362718479411 34.08593202770926, -118.4362653664737 34.08592410971089, -118.4362590497067 34.0859161086807, -118.436252864471 34.08590799725963, -118.4362468769616 34.08589980268752, -118.4362410871783 34.08589152496444, -118.4362354290697 34.08588316432887, -118.4362299686872 34.08587472054239, -118.4362247061741 34.08586622108335, -118.4362195751922 34.08585761123353, -118.4362146751054 34.08584894559201, -118.4362099398621 34.08584022439729, -118.436205369319 34.08583142017093, -118.4362009965018 34.08582253279386, -118.4361968216971 34.08581361722273, -118.4361928115923 34.08580461862009, -118.4361889993566 34.0857955643451, -118.4361666194837 34.08574087968508, -118.436880583148 34.08561420517071))))",,,,,,,,,,Los Angeles Historic-Cultural Monument
4a528d72-ec0e-48b7-be65-027c475d689f,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c68ba47-2f96-4078-aa3d-fdf9e12df059,,Southeast Los Angeles Community Plan Area,Community Plan Area,,,,,,,,,,,,,,,,2009-03-17,,,,,Processing ID,,HCM-200,,,,,,,,,,,,,,,,,Second Baptist Church Building,Primary,,,,,,,/files/uploadedfiles/SecondBaptistChurch.jpg,,,"GEOMETRYCOLLECTION (MULTIPOLYGON (((-118.2563997521664 34.02107684151159, -118.2565453840991 34.02114140920899, -118.2563523684719 34.02144490878436, -118.2562067030752 34.02138031344462, -118.2560610709881 34.02131574533777, -118.2559154390416 34.021251149577, -118.2561084558905 34.02094767818205, -118.2562540874579 34.02101227370885, -118.2563997521664 34.02107684151159))))",,,,,,,,,,National Register of Historic Places
4c68ba47-2f96-4078-aa3d-fdf9e12df059,,,,,,,,,,,,,,,,,,,,,,,,National Register of Historic Places Reference Number,,9000151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c68ba47-2f96-4078-aa3d-fdf9e12df059,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles Historic Cultural Monument Number,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,Primary,Bel Air - Beverly Crest Community Plan Area,Community Plan Area,,,,Mature vegetation,,,Chimney,,,,Unknown,,2013-04-23,"This is a Case Study House designed by Craig Ellwood. It is an excellent example of Mid-Century Modern residential architecture with clean lines. According to research, it is still intact. However, the only truly visible portions are the Luxlite screens and carport.",Primary,,,,,,SurveyLA ID,,4e058d31-804b-4c3b-b743-55c14a1f7379,,"""Residential-Single Family, House""",,,,Historic,Retains sufficient integrity to convey significance,,,,,,,,,Appears to be unaltered,1811 N BEL-AIR ROAD,Alternative,1953-01-01,,1811 N BEL-AIR ROAD,,"This is a Case Study House designed by Craig Ellwood. It is an excellent example of Mid-Century Modern residential architecture with clean lines. According to research, it is still intact. However, the only truly visible portions are the Luxlite screens and carport.",,/files/uploadedfiles/682f22cc-4a9a-4950-bf9d-086087adf279.JPG,,,GEOMETRYCOLLECTION (POINT (-118.44978 34.10247)),1953-01-01,Built Date,3S,"""Modern, Mid-Century""",,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,Cladding,,,,"Stone, natural",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,Construction,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,Facade,,,,Asymmetrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,Plan,,,,Irregular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,Roof,,,,Flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,Window,,,,Floor-to-ceiling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,,,,,,,,,,,,,,,Property Identification Number,,147B149    42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,,,,,,,,,,,,,,,House ID,,1001623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case Study House 1953,Primary,,,,,,,,,,,,,,,,,,,,
4e058d31-804b-4c3b-b743-55c14a1f7379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case Study House 1953,Historic,,,,,,,,,,,,,,,,,,,,
